Guesses,Time,Wordle,FinalWord,Matching,TotalTime
4,0.10644197463989258,float,float,True,
3,0.0894017219543457,mimic,mimic,True,
6,0.1194159984588623,hurry,hurry,True,
5,0.10594725608825684,kayak,kayak,True,
4,0.09711098670959473,gamma,gamma,True,
3,0.09250783920288086,trait,trait,True,
4,0.11729884147644043,piety,piety,True,
6,0.12100410461425781,tipsy,tippy,False,
4,0.10662412643432617,rhino,rhino,True,
3,0.10121798515319824,acrid,acrid,True,
5,0.10082364082336426,happy,happy,True,
4,0.11395025253295898,stove,stove,True,
5,0.1250002384185791,sower,sower,True,
6,0.1189577579498291,flail,flail,True,
6,0.12241291999816895,voter,voter,True,
4,0.10083603858947754,jaunt,jaunt,True,
5,0.10967779159545898,ionic,ionic,True,
6,0.13895511627197266,cross,cross,True,
4,0.10849881172180176,joust,joust,True,
3,0.10693192481994629,stead,stead,True,
3,0.10256266593933105,chafe,chafe,True,
6,0.11931800842285156,awake,awake,True,
6,0.1414201259613037,poker,poker,True,
4,0.11294388771057129,could,could,True,
5,0.10526680946350098,eject,eject,True,
4,0.11748671531677246,baker,baker,True,
4,0.11535906791687012,unmet,unmet,True,
5,0.12340903282165527,first,first,True,
3,0.10735082626342773,audit,audit,True,
2,0.09614801406860352,yacht,yacht,True,
5,0.13112092018127441,alter,alter,True,
5,0.1288588047027588,pause,pause,True,
4,0.10796284675598145,marsh,marsh,True,
5,0.11895489692687988,smart,smart,True,
4,0.10361289978027344,polka,polka,True,
6,0.1323230266571045,found,bound,False,
3,0.10634803771972656,caulk,caulk,True,
4,0.11247992515563965,inert,inert,True,
6,0.1333332061767578,perky,perky,True,
6,0.13920998573303223,guest,guest,True,
4,0.10862612724304199,flair,flair,True,
4,0.1019887924194336,digit,digit,True,
4,0.11161398887634277,depth,depth,True,
5,0.10050392150878906,motto,motto,True,
3,0.09854316711425781,cache,cache,True,
5,0.11459803581237793,guano,guano,True,
6,0.12908196449279785,hairy,hairy,True,
2,0.0944828987121582,primo,primo,True,
5,0.10102581977844238,evade,evade,True,
5,0.10866403579711914,natal,natal,True,
6,0.13915491104125977,woken,woken,True,
3,0.10003304481506348,oxide,oxide,True,
3,0.09662199020385742,tease,tease,True,
6,0.14524602890014648,prick,prick,True,
4,0.11479520797729492,stomp,stomp,True,
4,0.10860109329223633,scold,scold,True,
5,0.10993003845214844,layer,layer,True,
5,0.10490918159484863,creek,creek,True,
3,0.10837316513061523,shire,shire,True,
6,0.13354706764221191,above,above,True,
4,0.10773301124572754,favor,favor,True,
4,0.12184977531433105,story,story,True,
6,0.12667489051818848,judge,nudge,False,
5,0.11749100685119629,shown,shown,True,
5,0.10932564735412598,recap,recap,True,
5,0.11942410469055176,lowly,lowly,True,
4,0.10267996788024902,abase,abase,True,
2,0.09752988815307617,glove,glove,True,
4,0.11608481407165527,sweat,sweat,True,
4,0.10992097854614258,there,there,True,
4,0.10406494140625,worry,worry,True,
3,0.10452604293823242,sonic,sonic,True,
4,0.10767412185668945,atoll,atoll,True,
5,0.10235095024108887,cheek,cheek,True,
4,0.11591696739196777,focus,focus,True,
5,0.11512494087219238,grimy,grimy,True,
5,0.10739398002624512,boost,boost,True,
3,0.10652017593383789,money,money,True,
5,0.12513113021850586,sting,sting,True,
,,,,,921.8779540061951
